STATE/UT,DISTRICT,YEAR,RAINFALL (mm),MIN TEMP (°C),MAX TEMP (°C),MONTH_NUM,MONTH_SIN,MONTH_COS,RAINFALL_LAG_1M,RAINFALL_LAG_1Y,HUMIDITY (%),DEW POINT (°C)
Andhra Pradesh,Chittoor,1967,207.73666666666668,14.258333333333333,26.474999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,212.11416666666665,227.3841666666667,74.98660303173365,9.255653939680064
Andhra Pradesh,Chittoor,1968,189.68666666666664,15.4,27.666666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,190.07333333333335,207.73666666666668,68.09279869657529,9.018559739315059
Andhra Pradesh,Chittoor,1969,183.44583333333333,15.475,28.508333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,174.9125,189.68666666666664,69.97848266635044,9.47069653327009
Andhra Pradesh,Chittoor,1970,112.05166666666668,16.916666666666668,31.516666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,130.8841666666667,183.44583333333333,69.68985587548447,10.854637841763562
Andhra Pradesh,Chittoor,1971,200.0275,18.5,29.96666666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,177.4141666666667,112.05166666666668,68.26489092909397,12.15297818581879
Andhra Pradesh,Chittoor,1972,229.57083333333333,17.633333333333333,28.175,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,221.84583333333333,200.0275,69.21001454789887,11.475336242913107
Andhra Pradesh,Chittoor,1973,203.68500000000003,14.866666666666667,26.25,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,213.875,229.57083333333333,70.85388194184708,9.037443055036082
Andhra Pradesh,Chittoor,1974,168.03583333333333,15.216666666666667,29.75,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,166.205,203.68500000000003,71.2757522922933,9.471817125125328
Andhra Pradesh,Chittoor,1975,193.99833333333333,15.491666666666667,26.150000000000002,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,184.09583333333333,168.03583333333333,71.64750624435919,9.821167915538505
Andhra Pradesh,Chittoor,1976,181.83833333333334,13.575000000000001,27.433333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,214.06583333333333,193.99833333333333,74.5811981078997,8.491239621579941
Andhra Pradesh,Chittoor,1977,184.61916666666664,17.008333333333333,30.258333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,182.18166666666664,181.83833333333334,70.24936412813041,11.058206158959415
Andhra Pradesh,Chittoor,1978,227.7025,16.383333333333333,29.008333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,205.5,184.61916666666664,65.63939799212888,9.51121293175911
Andhra Pradesh,Chittoor,1979,212.14333333333332,13.708333333333334,26.175,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,237.00083333333336,227.7025,69.76571981012884,7.661477295359101
Andhra Pradesh,Chittoor,1980,190.56333333333336,16.0,29.891666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,178.6725,212.14333333333332,72.26485015291756,10.452970030583513
Andhra Pradesh,Chittoor,1981,182.39166666666665,17.099999999999998,27.866666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,166.11666666666667,190.56333333333336,71.78720948767496,11.45744189753499
Andhra Pradesh,Chittoor,1982,194.915,13.258333333333333,24.45,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,191.48000000000002,182.39166666666665,72.3314188750397,7.724617108341274
Andhra Pradesh,Chittoor,1983,164.71083333333334,14.674999999999999,29.116666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,179.82666666666668,194.915,67.98768372499545,8.272536744999089
Andhra Pradesh,Chittoor,1984,274.285,13.475,24.358333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,275.27833333333336,164.71083333333334,72.05228304491409,7.885456608982818
Andhra Pradesh,Chittoor,1985,259.11,14.258333333333333,25.599999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,267.5,274.285,71.95918782194742,8.650170897722816
Andhra Pradesh,Chittoor,1986,217.22583333333333,15.450000000000001,28.991666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,208.82000000000002,259.11,68.92414980355365,9.234829960710732
Andhra Pradesh,Chittoor,1987,220.96583333333334,14.433333333333332,26.241666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,226.77833333333334,217.22583333333333,66.92207859220385,7.817749051774103
Andhra Pradesh,Chittoor,1988,253.25833333333333,13.708333333333334,26.041666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,237.80916666666667,220.96583333333334,69.71568330682206,7.651469994697745
Andhra Pradesh,Chittoor,1989,213.28333333333333,16.533333333333335,29.666666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,236.10500000000002,253.25833333333333,72.1430872150686,10.961950776347052
Andhra Pradesh,Chittoor,1990,164.52583333333334,13.4,27.50833333333333,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,161.71166666666667,213.28333333333333,68.03965569198749,7.007931138397498
Andhra Pradesh,Chittoor,1991,177.01333333333332,16.108333333333334,27.675,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,167.55833333333334,164.52583333333334,69.82675938448976,10.073685210231286
Andhra Pradesh,Chittoor,1992,171.545,15.35,28.05,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,186.2025,177.01333333333332,66.56312147284058,8.662624294568117
Andhra Pradesh,Chittoor,1993,264.3666666666667,14.333333333333334,26.950000000000003,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,234.0533333333333,171.545,65.84034370341992,7.501402074017317
Andhra Pradesh,Chittoor,1994,239.0975,14.583333333333334,28.816666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,267.3025,264.3666666666667,66.36281405700623,7.85589614473458
Andhra Pradesh,Chittoor,1995,206.73916666666665,13.583333333333334,26.349999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,189.3375,239.0975,68.73409856688066,7.330153046709467
Andhra Pradesh,Chittoor,1996,188.57833333333335,11.875,26.0,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,200.69916666666666,206.73916666666665,72.75959056448782,6.426918112897563
Andhra Pradesh,Chittoor,1997,211.3166666666667,15.958333333333334,29.166666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,208.2175,188.57833333333335,66.6213125888131,9.282595851095952
Andhra Pradesh,Chittoor,1998,215.57083333333333,16.599999999999998,27.891666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,193.6975,211.3166666666667,72.18267694940059,11.036535389880116
Andhra Pradesh,Chittoor,1999,193.0325,15.991666666666667,30.683333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,217.55916666666667,215.57083333333333,69.66057903284934,9.923782473236535
Andhra Pradesh,Chittoor,2000,154.78666666666666,15.049999999999999,28.183333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,162.70583333333335,193.0325,72.20663244397802,9.491326488795604
Andhra Pradesh,Chittoor,2001,168.57750000000001,15.466666666666669,25.983333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,164.64916666666667,154.78666666666666,75.14828821621136,10.496324309908937
Andhra Pradesh,Chittoor,2002,131.68666666666667,13.775,26.691666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,133.86333333333332,168.57750000000001,68.0847760955859,7.391955219117179
Andhra Pradesh,Chittoor,2003,221.36749999999998,13.475,27.608333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,200.84583333333333,131.68666666666667,65.51025271464184,6.577050542928368
Andhra Pradesh,Chittoor,2004,206.3425,15.0,26.266666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,220.29916666666668,221.36749999999998,73.95123762559379,9.790247525118756
Andhra Pradesh,Chittoor,2005,188.48416666666665,16.125,28.900000000000002,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,170.91,206.3425,67.13261102527092,9.551522205054184
Andhra Pradesh,Chittoor,2006,179.63666666666666,16.533333333333335,30.916666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,198.30666666666664,188.48416666666665,69.5891215262406,10.451157638581455
Andhra Pradesh,Chittoor,2007,194.11833333333334,11.325000000000001,25.833333333333332,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,170.345,179.63666666666666,70.53978202567181,5.4329564051343615
Andhra Pradesh,Chittoor,2008,235.29,13.641666666666666,26.758333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,249.51916666666668,194.11833333333334,68.1261426286184,7.266895192390346
Andhra Pradesh,Chittoor,2009,157.71166666666667,15.108333333333334,28.816666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,164.4625,235.29,70.41057258088527,9.19044784951039
Andhra Pradesh,Chittoor,2010,156.70416666666668,11.333333333333334,23.858333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,153.84916666666666,157.71166666666667,66.87084821677145,4.707502976687623
Andhra Pradesh,Chittoor,2011,178.9908333333333,14.208333333333334,26.891666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,190.98583333333332,156.70416666666668,70.33900731116935,8.276134795567204
Andhra Pradesh,Chittoor,2012,186.58083333333332,15.775,31.041666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,183.3708333333333,178.9908333333333,67.2424616729233,9.22349233458466
Andhra Pradesh,Chittoor,2013,130.03166666666667,14.908333333333333,26.75,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,104.15083333333332,186.58083333333332,73.927009830878,9.693735299508935
Andhra Pradesh,Chittoor,2014,177.11666666666667,13.241666666666667,26.59166666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,205.07583333333332,130.03166666666667,71.29908078987802,7.50148282464227
Andhra Pradesh,Chittoor,2015,163.73166666666665,15.825000000000001,26.75,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,163.55333333333334,177.11666666666667,71.39416075591417,10.103832151182834
Andhra Pradesh,Chittoor,2016,164.14000000000001,16.441666666666666,29.400000000000002,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,161.35583333333332,163.73166666666665,69.76919266619704,10.395505199906074
Andhra Pradesh,Chittoor,2017,183.67499999999998,16.825,28.691666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,174.20916666666668,164.14000000000001,69.93673312273728,10.812346624547457
Andhra Pradesh,Chittoor,2018,209.26916666666668,13.516666666666666,26.608333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,200.93500000000003,183.67499999999998,75.99763171116054,8.716193008898774
Andhra Pradesh,Chittoor,2019,264.8208333333333,16.383333333333333,29.491666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,256.36833333333334,209.26916666666668,67.32083136345422,9.847499606024178
Andhra Pradesh,Chittoor,2020,176.96583333333334,15.516666666666666,26.466666666666665,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,178.33333333333334,264.8208333333333,70.78421764861474,9.673510196389616
Andhra Pradesh,Chittoor,2021,202.6475,14.075000000000001,28.058333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,208.67999999999998,176.96583333333334,72.62643157923148,8.600286315846295
Andhra Pradesh,Chittoor,2022,203.96166666666667,16.48333333333333,30.808333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,215.48666666666668,202.6475,70.80376491032148,10.64408631539763
Andhra Pradesh,Chittoor,2023,232.6575,14.275,28.991666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,229.69500000000002,203.96166666666667,75.15180585615288,9.305361171230578
Andhra Pradesh,Chittoor,2024,216.72416666666666,20.3,33.95,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,215.0041666666667,232.6575,76.38593556989956,15.57718711397991
Andhra Pradesh,Guntur,1950,207.9525,18.441666666666666,29.425,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,214.3272727272727,,73.02214601705707,13.046095870078082
Andhra Pradesh,Guntur,1951,161.20000000000002,17.391666666666666,28.866666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,157.63333333333333,207.9525,71.69390856477892,11.730448379622452
Andhra Pradesh,Guntur,1952,158.82916666666668,15.975,28.358333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,157.13083333333333,161.20000000000002,68.83918452625595,9.74283690525119
Andhra Pradesh,Guntur,1953,208.89666666666668,18.283333333333335,29.441666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,202.59333333333333,158.82916666666668,68.39095245492264,11.96152382431786
Andhra Pradesh,Guntur,1954,201.78333333333333,12.216666666666667,23.75,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,216.76416666666668,208.89666666666668,72.79408084207046,6.775482835080758
Andhra Pradesh,Guntur,1955,175.0975,13.858333333333334,26.116666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,168.6175,201.78333333333333,72.77370797831439,8.413074928996211
Andhra Pradesh,Guntur,1956,193.99166666666667,15.383333333333333,28.641666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,201.0675,175.0975,65.29099317789264,8.441531968911862
Andhra Pradesh,Guntur,1957,167.59916666666666,19.825,30.258333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,169.3775,193.99166666666667,67.48290086287382,13.321580172574762
Andhra Pradesh,Guntur,1958,170.88583333333335,15.716666666666667,29.308333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,153.98749999999998,167.59916666666666,75.66557467679026,10.849781602024718
Andhra Pradesh,Guntur,1959,244.72,13.066666666666668,25.008333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,244.66083333333336,170.88583333333335,73.59814467982326,7.786295602631319
Andhra Pradesh,Guntur,1960,201.11249999999998,15.866666666666667,29.483333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,215.06916666666666,244.72,71.71143140945007,10.20895294855668
Andhra Pradesh,Guntur,1961,218.10083333333333,13.541666666666666,27.8,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,217.80166666666665,201.11249999999998,72.48653727814848,8.038974122296361
Andhra Pradesh,Guntur,1962,161.03916666666666,17.05,26.858333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,139.715,218.10083333333333,71.62217610424952,11.374435220849904
Andhra Pradesh,Guntur,1963,218.83833333333334,15.766666666666666,28.90833333333333,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,245.20416666666665,161.03916666666666,67.53033604834738,9.272733876336144
Andhra Pradesh,Guntur,1964,230.20583333333332,15.383333333333333,28.724999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,202.9325,218.83833333333334,69.97628942086868,9.37859121750707
Andhra Pradesh,Guntur,1965,235.33916666666667,13.450000000000001,27.633333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,234.93166666666664,230.20583333333332,72.14503109605714,7.879006219211426
Andhra Pradesh,Guntur,1966,136.2725,11.591666666666667,22.766666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,154.04583333333332,235.33916666666667,70.68774115935604,5.729214898537875
Andhra Pradesh,Guntur,1967,138.5325,13.991666666666667,27.058333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,132.28416666666666,136.2725,72.35481468613285,8.462629603893236
Andhra Pradesh,Guntur,1968,173.1625,15.258333333333333,26.866666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,191.25833333333333,138.5325,74.51773127770535,10.161879588874404
Andhra Pradesh,Guntur,1969,182.52166666666668,15.466666666666667,28.84166666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,177.39499999999998,173.1625,74.21292801909566,10.309252270485798
Andhra Pradesh,Guntur,1970,161.72416666666666,12.983333333333334,24.45,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,156.60416666666666,182.52166666666668,66.63550556837114,6.3104344470075615
Andhra Pradesh,Guntur,1971,231.2891666666667,12.049999999999999,26.116666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,218.02083333333334,161.72416666666666,69.7229715966902,5.994594319338041
Andhra Pradesh,Guntur,1972,206.00750000000002,17.375,29.724999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,207.46916666666667,231.2891666666667,75.7548025011937,12.525960500238739
Andhra Pradesh,Guntur,1973,226.38916666666668,16.158333333333335,27.541666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,219.84833333333336,206.00750000000002,66.48354840200244,9.455043013733823
Andhra Pradesh,Guntur,1974,203.48583333333332,13.466666666666667,27.474999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,222.38916666666668,226.38916666666668,69.19988305794807,7.306643278256284
Andhra Pradesh,Guntur,1975,271.44,13.775,24.266666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,259.5316666666667,203.48583333333332,67.91348057330272,7.357696114660544
Andhra Pradesh,Guntur,1976,172.48166666666665,16.541666666666668,31.21666666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,182.27499999999998,271.44,71.84534448985968,10.910735564638605
Andhra Pradesh,Guntur,1977,194.16333333333333,14.85,26.599999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,188.19916666666666,172.48166666666665,73.46306499359686,9.542612998719372
Andhra Pradesh,Guntur,1978,150.48749999999998,14.674999999999999,24.53333333333333,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,169.27416666666667,194.16333333333333,68.77769912860269,8.430539825720537
Andhra Pradesh,Guntur,1979,192.82666666666668,13.358333333333334,24.758333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,165.17083333333332,150.48749999999998,69.64288235271361,7.286909803876057
Andhra Pradesh,Guntur,1980,205.4725,15.691666666666668,26.883333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,221.39166666666665,192.82666666666668,70.16161566811739,9.723989800290143
Andhra Pradesh,Guntur,1981,175.03083333333333,13.775,26.350000000000005,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,164.92416666666665,205.4725,73.48962957733352,8.472925915466703
Andhra Pradesh,Guntur,1982,223.77166666666668,13.491666666666667,28.075,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,223.68416666666667,175.03083333333333,67.49603669237423,6.990874005141515
Andhra Pradesh,Guntur,1983,191.53833333333333,14.158333333333333,28.641666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,191.76416666666668,223.77166666666668,70.22353588439712,8.203040510212757
Andhra Pradesh,Guntur,1984,197.93500000000003,16.3,28.258333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,199.09666666666666,191.53833333333333,70.69420459121191,10.438840918242384
Andhra Pradesh,Guntur,1985,200.04416666666668,14.65,26.166666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,204.65,197.93500000000003,70.12306426261078,8.674612852522158
Andhra Pradesh,Guntur,1986,168.46083333333334,13.741666666666667,28.275000000000002,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,153.91416666666666,200.04416666666668,71.45536354295415,8.032739375257497
Andhra Pradesh,Guntur,1987,144.375,15.4,27.974999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,165.54,168.46083333333334,62.84531881251422,7.969063762502842
Andhra Pradesh,Guntur,1988,164.78166666666667,15.6,28.008333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,163.30416666666665,144.375,68.61497534680848,9.322995069361696
Andhra Pradesh,Guntur,1989,223.47083333333333,17.23333333333333,31.641666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,230.01666666666665,164.78166666666667,70.06523973923366,11.246381281180064
Andhra Pradesh,Guntur,1990,209.0375,15.441666666666668,28.25,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,193.06916666666666,223.47083333333333,73.92257603658648,10.226181873983963
Andhra Pradesh,Guntur,1991,194.54583333333335,13.241666666666667,25.599999999999998,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,204.27416666666667,209.0375,71.32371655772354,7.506409978211376
Andhra Pradesh,Guntur,1992,190.91,13.158333333333333,24.866666666666664,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,197.99749999999997,194.54583333333335,73.77908241090527,7.914149815514386
Andhra Pradesh,Guntur,1993,214.05166666666665,15.708333333333334,27.875,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,196.35083333333333,190.91,70.59198632230137,9.826730597793606
Andhra Pradesh,Guntur,1994,121.24166666666667,10.1,22.175,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,141.45666666666668,214.05166666666665,73.00203205074243,4.700406410148486
Andhra Pradesh,Guntur,1995,171.655,15.983333333333333,27.96666666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,172.61416666666665,121.24166666666667,73.16435478105888,10.616204289545108
Andhra Pradesh,Guntur,1996,250.46666666666667,17.958333333333332,31.275000000000002,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,243.72916666666666,171.655,71.93526613309687,12.345386559952708
Andhra Pradesh,Guntur,1997,213.1,13.333333333333334,28.166666666666668,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,191.0925,250.46666666666667,71.37687693843283,7.608708721019899
Andhra Pradesh,Guntur,1998,222.745,15.566666666666668,27.891666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,232.84083333333334,213.1,68.85717558436643,9.338101783539953
Andhra Pradesh,Guntur,1999,203.16583333333332,13.975,25.49166666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,222.5716666666667,222.745,78.1651956301181,9.608039126023622
Andhra Pradesh,Guntur,2000,223.70083333333332,13.291666666666666,29.133333333333336,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,191.62666666666667,203.16583333333332,70.55372533092813,7.402411732852293
Andhra Pradesh,Guntur,2001,220.89166666666665,14.491666666666667,26.09166666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,222.1483333333333,223.70083333333332,70.66965675110059,8.625598016886784
Andhra Pradesh,Guntur,2002,223.18416666666667,13.358333333333334,26.59166666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,232.74249999999998,220.89166666666665,69.18598105238672,7.195529543810679
Andhra Pradesh,Guntur,2003,188.59916666666666,12.683333333333332,25.2,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,203.99,223.18416666666667,68.38132376986749,6.359598087306832
Andhra Pradesh,Guntur,2004,204.25583333333336,13.674999999999999,25.71666666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,181.7675,188.59916666666666,71.21431666100014,7.917863332200027
Andhra Pradesh,Guntur,2005,209.24416666666664,14.6,27.683333333333334,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,209.71416666666667,204.25583333333336,66.81504096642898,7.9630081932857975
Andhra Pradesh,Guntur,2006,193.42916666666667,14.591666666666667,28.71666666666667,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,221.00333333333333,209.24416666666664,68.13966060828977,8.219598788324623
Andhra Pradesh,Guntur,2007,206.32083333333333,12.766666666666666,25.25,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,189.58583333333334,193.42916666666667,65.13685957974762,5.794038582616191
Andhra Pradesh,Guntur,2008,241.3425,15.241666666666667,26.766666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,225.48416666666665,206.32083333333333,71.68961744454612,9.57959015557589
Andhra Pradesh,Guntur,2009,161.97583333333333,12.383333333333333,25.55,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,165.90916666666666,241.3425,71.75797194265249,6.734927721863831
Andhra Pradesh,Guntur,2010,194.35416666666666,14.875,25.691666666666666,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,202.64583333333334,161.97583333333333,72.72676911434866,9.42035382286973
Andhra Pradesh,Guntur,2011,150.75416666666666,15.174999999999999,27.625,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,165.50666666666666,194.35416666666666,71.60052174853362,9.495104349706724
Andhra Pradesh,Guntur,2012,204.4725,17.224999999999998,30.625,6.5,-1.9070629087032778e-18,-4.625929269271486e-17,189.92499999999998,150.75416666666666,73.94264910433708,12.013529820867417
